id,predicted_result_type,sentence_year,sentence_months,sentence_days,sentence_hours,is_suspended,suspension_years,suspension_months,fine_is_fixed,fine_amount,drug_weight,entry_date,result_date,court,codex_articles,result_type,region,gender_group,is_weight_missing
10233975,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-12-17,2021-04-02,Карпинский городской суд (Свердловская область),228 ч.1 УК,Применены ПРИНУДИТЕЛЬНЫЕ МЕРЫ МЕДИЦИНСКОГО ХАРАКТЕРА,Свердловская область,неизвестно,True
10071800,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-06-04,,Красногвардейский районный суд (Республика Адыгея),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Адыгея,муж,True
10043459,условное осуждение,3.0,0.0,25.0,200.0,True,2.0,0.0,True,0.0,630.0,2019-10-17,2019-12-11,Великолукский районный суд (Псковская область),"228 ч.1 УК, 228 ч.2 УК",Вынесен ПРИГОВОР,Псковская область,муж,False
9991623,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-08-29,,Правобережный районный суд (Республика Северная Осетия-Алания),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Северная Осетия-Алания,муж,True
10030216,условное осуждение,0.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,828.3,2021-10-29,,Неклиновский районный суд (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10021258,лишение свободы,1.0,1.0,0.0,0.0,False,0.0,0.0,True,0.0,0.23,2023-11-30,2024-04-03,Индустриальный районный суд г. Барнаула (Алтайский край),228 ч.1 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10198381,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,222.0,2021-12-24,,Смоленский районный суд (Алтайский край),228 ч.2 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10151035,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,10.4,2021-04-13,,Пролетарский районный суд г. Саранска (Республика Мордовия),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Мордовия,муж,False
10266637,условное осуждение,1.0,1.0,0.0,0.0,True,1.0,0.0,True,0.0,8.02,2021-10-01,,Дербентский городской суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,неизвестно,False
10037827,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-04-19,,Железнодорожный районный суд г. Симферополя (Республика Крым),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Крым,муж,True
10118453,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-02-28,,Набережночелнинский городской суд (Республика Татарстан ),228 ч.2 УК,ВОЗВРАЩЕНО ПРОКУРОРУ или РУКОВОДИТЕЛЮ СЛЕДСТВЕННОГО ОРГАНАОБВИНИТЕЛЬНОЕ ЗАКЛЮЧЕНИЕ (обв. акт) СОСТАВЛЕНЫ С НАРУШЕНИЕМ т,Республика Татарстан,муж,True
10276394,условное осуждение,4.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,168.0,2022-04-08,,Люберецкий городской суд (Московская область),228 ч.2 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10140868,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-09-30,,Алданский районный суд (Республика Саха (Якутия)),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Саха (Якутия),муж,True
10099571,условное осуждение,4.0,0.0,0.0,0.0,True,4.0,0.0,True,0.0,115.2,2021-02-01,,Мухоршибирский районный суд (Республика Бурятия),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Бурятия,муж,False
10689685,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-08-20,,Тюхтетский районный суд (Красноярский край),228 ч.2 УК,,Красноярский край,муж,True
10179020,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-02-28,,Нефтеюганский районный суд (Ханты-Мансийский автономный округ-Югра),228 ч.2 УК,Вынесен ПРИГОВОР,Ханты-Мансийский автономный округ-Югра,муж,True
10222801,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-01-31,2019-08-04,Железнодорожный районный суд г. Екатеринбурга (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,True
10043818,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,3.0,2019-12-30,2020-11-01,Ленинский районный суд г. Екатеринбурга (Свердловская область),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),Свердловская область,муж,False
10164714,условное осуждение,3.0,6.0,0.0,0.0,True,4.0,0.0,True,10000.0,294.5,2022-07-04,,Кировский районный суд (Ставропольский край),228 ч.2 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10065282,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,9.71,2018-04-26,,Гудермесский городской суд (Чеченская Республика),228 ч.1 УК,Вынесен ПРИГОВОР,Чеченская Республика,муж,False
10151645,условное осуждение,3.0,3.0,0.0,0.0,True,3.0,0.0,True,0.0,0.37,2020-08-10,,Ленинский районный суд г. Магнитогорска (Челябинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10026294,лишение свободы,0.0,6.0,0.0,0.0,False,0.0,0.0,True,0.0,87.0,2021-09-09,,Боградский районный суд (Республика Хакасия),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Хакасия,муж,False
10045408,лишение свободы,3.0,3.0,0.0,0.0,False,0.0,0.0,True,0.0,1.092,2023-09-27,,Азовский городской суд (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10207005,условное осуждение,0.0,10.0,0.0,0.0,True,0.0,10.0,True,0.0,,2018-10-05,2018-07-11,Ногинский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,True
10047324,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-12-24,,Ленинский районный суд (Еврейская автономная область),228 ч.2 УК,Вынесен ПРИГОВОР,Еврейская автономная область,муж,True
10159377,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,79.6,2023-07-21,,Оловяннинский районный суд (Забайкальский край),228 ч.1 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,False
9986476,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,153.0,2021-09-21,,Калачинский городской суд (Омская область),228 ч.2 УК,Вынесен ПРИГОВОР,Омская область,муж,False
10296372,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-01-28,,Илишевский районный суд (Республика Башкортостан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,True
10031463,обязательные работы,0.0,3.0,21.0,180.0,False,0.0,0.0,True,0.0,1.036,2020-06-04,,Кировский районный суд г. Уфы (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
10298469,условное осуждение,1.0,6.0,0.0,0.0,False,0.0,0.0,True,0.0,0.467,2021-04-27,,Стерлитамакский городской суд (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
10336650,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-04-25,,Ирбитский районный суд (Свердловская область),228 ч.2 УК,Вынесен ПРИГОВОР,Свердловская область,муж,True
10291275,обязательные работы,0.0,0.0,0.0,260.0,False,0.0,0.0,True,0.0,0.727,2021-01-29,,Заволжский районный суд г. Ульяновска (Ульяновская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ульяновская область,муж,False
10044133,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,25000.0,0.47,2022-02-17,,Ярцевский городской суд (Смоленская область),228 ч.1 УК,Вынесен ПРИГОВОР,Смоленская область,муж,False
10096125,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,118.9,2021-06-10,2021-11-08,Крутихинский районный суд (Алтайский край),228 ч.2 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10138221,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-12-25,2024-07-02,Октябрьский районный суд г. Ставрополя (Ставропольский край),"228 ч.1 УК, 228 ч.2 УК",Вынесен ПРИГОВОР,Ставропольский край,муж,True
10657837,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,20000.0,0.39,2024-03-01,2024-09-04,Ленинский районный суд г. Ставрополя (Ставропольский край),228 ч.1 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10259119,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-02-27,,Волоконовский районный суд (Белгородская область),228 ч.1 УК,Вынесен ПРИГОВОР,Белгородская область,муж,True
10516928,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,15000.0,0.54,2024-02-21,2024-06-03,Дмитровский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10108362,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.25,2018-02-26,2018-03-04,Московский районный суд (Город Санкт-Петербург),228 ч.1 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,жен,False
10126350,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,7000.0,,2021-04-23,,Дзержинский городской суд (Нижегородская область),228 ч.1 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,True
10286104,лишение свободы,3.0,3.0,0.0,0.0,True,1.0,0.0,True,0.0,0.63,2020-04-01,,Березовский городской суд (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,False
10243659,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,65.0,2018-03-28,,Кусинский районный суд (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10469326,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-08-26,,Калининский районный суд г. Челябинска (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,True
10145511,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.33,2021-03-16,,Ленинский районный суд г. Магнитогорска (Челябинская область),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),Челябинская область,жен,False
10017014,условное осуждение,3.0,0.0,0.0,0.0,True,4.0,0.0,True,0.0,23.75,2023-12-22,,Всеволожский городской суд (Ленинградская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ленинградская область,муж,False
10261961,обязательные работы,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.711,2023-03-30,,Благовещенский районный суд (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
10273425,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,201.65,2018-09-28,2018-02-11,Неманский городской суд (Калининградская область),228 ч.2 УК,Вынесен ПРИГОВОР,Калининградская область,муж,False
10114227,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,6.0,True,0.0,1.174,2020-04-29,,Заволжский районный суд г. Ульяновска (Ульяновская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ульяновская область,неизвестно,False
10096523,условное осуждение,1.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.88,2022-04-18,,Дзержинский районный суд г. Перми (Пермский край),228 ч.1 УК,Вынесен ПРИГОВОР,Пермский край,муж,False
10574549,штраф,4.0,20000.0,60.0,0.0,False,0.0,0.0,True,20000.0,,2024-06-03,2024-09-07,Апатитский городской суд (Мурманская область),228 ч.1 УК,Вынесен ПРИГОВОР,Мурманская область,смешанный,True
10182557,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.327,2020-04-28,,Октябрьский районный суд г. Уфы (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
9979624,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.789,2019-11-12,,Карачаевский городской суд (Карачаево-Черкесская Республика),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Карачаево-Черкесия,муж,False
10149735,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,30000.0,,2023-06-01,2023-06-07,Нефтекамский городской суд (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,True
10482628,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-06-27,2023-08-11,Борский городской суд (Нижегородская область),228 ч.2 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,True
10012181,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.33,2021-05-25,2021-09-08,Первомайский районный суд г. Омска (Омская область),228 ч.2 УК,Вынесен ПРИГОВОР,Омская область,муж,False
10062641,условное осуждение,1.0,3.0,0.0,0.0,True,2.0,0.0,True,0.0,15.5,2022-01-31,,Феодосийский городской суд (Республика Крым),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Крым,муж,False
10045393,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,5000.0,20.55,2021-10-04,2021-06-12,Дзун-Хемчикский районный суд (Республика Тыва),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Тыва,неизвестно,False
10164998,условное осуждение,1.0,1.0,0.0,0.0,True,1.0,0.0,True,0.0,12.23,2021-03-01,,Кировский районный суд г. Махачкалы (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
9994337,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,12.32,2022-02-28,2022-11-03,Дальнереченский районный суд (Приморский край),228 ч.1 УК,Вынесен ПРИГОВОР,Приморский край,муж,False
10087642,обязательные работы,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,8.79,2019-07-31,,Бессоновский районный суд (Пензенская область),228 ч.1 УК,Вынесен ПРИГОВОР,Пензенская область,муж,False
10101790,условное осуждение,0.0,6.0,0.0,0.0,True,0.0,6.0,True,0.0,0.31,2023-10-19,2023-08-11,Новошахтинский районный суд (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10167781,лишение свободы,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,27.22,2021-05-12,2022-01-03,Нальчикский городской суд (Кабардино-Балкарская Республика),228 ч.1 УК,Вынесен ПРИГОВОР,Кабардино-Балкарская Республика,муж,False
10295960,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,1.0,True,0.0,,2019-10-30,,Центральный районный суд г. Читы (Забайкальский край),228 ч.2 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,True
10252992,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-09-25,2018-05-10,Кировский районный суд г. Махачкалы (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,True
10660840,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-07-31,,Надымский городской суд (Ямало-Ненецкий автономный округ),228 ч.1 УК,Вынесен ПРИГОВОР,Ненецкий автономный округ,муж,True
10185051,обязательные работы,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,,2020-09-01,2020-02-10,Красносулинский районный суд (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,True
10259337,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-12-30,2020-09-07,Хорольский районный суд (Приморский край),228 ч.1 УК,Вынесен ПРИГОВОР,Приморский край,муж,True
10149909,лишение свободы,0.0,8.0,0.0,0.0,False,0.0,0.0,True,0.0,0.51,2020-02-28,,Ленинский районный суд г. Ставрополя (Ставропольский край),228 ч.1 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10070206,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,25000.0,0.98,2023-01-31,2023-01-03,Ленинский районный суд г. Смоленска (Смоленская область),228 ч.1 УК,Вынесен ПРИГОВОР,Смоленская область,муж,False
10299598,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.643,2019-10-08,2019-12-11,Заволжский районный суд г. Ульяновска (Ульяновская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ульяновская область,муж,False
10666291,лишение свободы,1.0,1.0,0.0,0.0,False,0.0,0.0,True,0.0,1.71,2023-12-14,,Кировский районный суд г. Самары (Самарская область),228 ч.1 УК,Вынесен ПРИГОВОР,Самарская область,муж,False
10193871,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-05-08,,Октябрьский районный суд г. Иркутска (Иркутская область),228 ч.2 УК,Вынесен ПРИГОВОР,Иркутская область,муж,True
10294094,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.11,2023-03-31,2023-02-05,Октябрьский районный суд г. Екатеринбурга (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,False
10125563,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,1.0,True,0.0,2.91,2020-11-30,2021-11-02,Дзержинский городской суд (Нижегородская область),228 ч.2 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,False
10010468,условное осуждение,3.0,3.0,0.0,0.0,True,3.0,0.0,True,0.0,0.69,2020-05-29,2021-05-03,Стрежевской городской суд (Томская область),228 ч.2 УК,Вынесен ПРИГОВОР,Томская область,муж,False
10036826,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-09-28,,Ленинский районный суд г. Екатеринбурга (Свердловская область),228 ч.2 УК,Вынесен ПРИГОВОР,Свердловская область,муж,True
10205219,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.385,2020-10-13,,Калининский районный суд г. Уфы (Республика Башкортостан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Башкортостан,жен,False
10663948,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-08-01,,Березниковский городской суд (Пермский край),228 ч.1 УК,,Пермский край,муж,True
10510104,условное осуждение,3.0,6.0,0.0,0.0,True,3.0,0.0,True,0.0,1.0,2018-09-28,2018-12-12,Южно-Сахалинский городской суд (Сахалинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Сахалинская область,муж,False
10181584,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-09-28,,Норильский городской суд (Красноярский край),228 ч.1 УК,Вынесен ПРИГОВОР,Красноярский край,муж,True
10282440,штраф,0.0,8.0,0.0,0.0,False,0.0,0.0,True,0.0,18.0,2018-08-14,2018-05-09,Буйнакский городской суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
10279660,условное осуждение,2.0,6.0,0.0,22.0,False,0.0,0.0,True,0.0,197.0,2021-02-02,,Старооскольский районный суд (Белгородская область),"228 ч.1 УК, 228 ч.2 УК",Вынесен ПРИГОВОР,Белгородская область,муж,False
10071958,условное осуждение,3.0,0.0,0.0,0.0,False,0.0,0.0,True,20000.0,3.23,2020-11-02,2020-08-12,Рыбно-Слободский районный суд (Республика Татарстан ),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,False
10055335,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,1.38,2019-04-01,,Аксайский районный суд (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10257462,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-02-01,,Калининский районный суд (Город Санкт-Петербург),228 ч.2 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,True
10167180,лишение свободы,3.0,1.0,1.0,0.0,False,0.0,0.0,True,0.0,834.8,2024-01-31,2024-12-02,Клепиковский районный суд (Рязанская область),228 ч.2 УК,Вынесен ПРИГОВОР,Рязанская область,муж,False
10133278,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,746.0,2022-08-19,,Ленинский районный суд г. Барнаула (Алтайский край),228 ч.2 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10011072,лишение свободы,3.0,4.0,0.0,0.0,False,0.0,0.0,True,0.0,,2021-07-19,2021-04-08,Всеволожский городской суд (Ленинградская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ленинградская область,муж,True
10114684,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,6.0,True,0.0,425.52,2021-11-11,2021-10-12,Октябрьский районный суд г. Улан-Удэ (Республика Бурятия),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Бурятия,муж,False
10126656,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-05-11,,Орехово-Зуевский городской суд (Московская область),228 ч.2 УК,Вынесен ПРИГОВОР,Московская область,муж,True
10162811,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-01-31,2024-08-07,Верхнеуральский районный суд (Челябинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Челябинская область,муж,True
10484143,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,20000.0,6.98,2021-09-30,,Дубненский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10283107,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,2.99,2022-07-18,,Люберецкий городской суд (Московская область),228 ч.2 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10049003,условное осуждение,1.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.76,2020-07-20,2020-03-08,Московский районный суд г. Нижний Новгород (Нижегородская область),228 ч.1 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,False
10247644,условное осуждение,0.0,0.0,0.0,0.0,True,3.0,6.0,True,0.0,1.0,2019-01-09,2019-05-02,Черниговский районный суд (Приморский край),228 ч.1 УК,Вынесен ПРИГОВОР,Приморский край,муж,False
10143898,условное осуждение,3.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,1.21,2023-01-26,,Одинцовский городской суд (Московская область),228 ч.2 УК,,Московская область,муж,False
10281625,обязательные работы,0.0,0.0,10.0,300.0,False,0.0,0.0,True,0.0,0.44,2020-04-13,,Синарский районный суд г. Каменск-Уральского (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,False
10129896,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-03-26,,Набережночелнинский городской суд (Республика Татарстан ),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,True
10142742,лишение свободы,3.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,421.98,2019-04-24,,Тарумовский районный суд (Республика Дагестан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
9998864,обязательные работы,0.0,0.0,0.0,100.0,False,0.0,0.0,True,0.0,96.86,2021-11-29,2021-08-12,Суровикинский районный суд (Волгоградская область),228 ч.1 УК,Вынесен ПРИГОВОР,Волгоградская область,муж,False
10075045,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-04-28,2022-07-06,Выборгский городской суд (Ленинградская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ленинградская область,муж,True
9996913,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,0.43,2023-09-06,2023-03-10,Химкинский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10306688,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,0.96,2024-04-17,,Серпуховский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,жен,False
10132382,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,1.78,2024-01-29,2024-12-02,Златоустовский городской суд (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10019914,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-04-30,,Исилькульский городской суд (Омская область),228 ч.2 УК,Вынесен ПРИГОВОР,Омская область,муж,True
9983968,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,3.0,True,0.0,304.0,2020-10-30,,Алейский городской суд (Алтайский край),228 ч.2 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10115010,условное осуждение,1.0,6.0,0.0,260.0,False,0.0,0.0,True,0.0,63.9,2021-03-15,,Петровск-Забайкальский городской суд (Забайкальский край),228 ч.1 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,False
10484196,лишение свободы,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,2.3,2021-08-12,2021-04-10,Дубненский городской суд (Московская область),228 ч.2 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10253224,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,27.02,2018-05-18,2018-04-06,Димитровградский городской суд (Ульяновская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ульяновская область,неизвестно,False
10133148,лишение свободы,4.0,3.0,0.0,0.0,False,0.0,0.0,True,0.0,0.17,2018-03-29,,Шахтинский городской суд (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10240182,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,20000.0,10.9,2018-11-02,,Железнодорожный городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10039130,обязательные работы,0.0,10.0,0.0,0.0,False,0.0,0.0,True,0.0,55.6,2018-02-20,,Краснокаменский городской суд (Забайкальский край),228 ч.1 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,False
10143076,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-09-28,2023-11-10,Ленинский районный суд г. Перми (Пермский край),228 ч.2 УК,Вынесен ПРИГОВОР,Пермский край,муж,True
10550368,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,0.912,2020-11-10,,Заводский районный суд г. Кемерово (Кемеровская область),228 ч.1 УК,Вынесен ПРИГОВОР,Кемеровская область,муж,False
9981552,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-06-03,,Пролетарский районный суд г. Ростова-на-Дону (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,True
10094913,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,5.01,2022-02-01,2022-11-03,Октябрьский районный суд г. Ставрополя (Ставропольский край),228 ч.1 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10036684,лишение свободы,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,,2018-08-01,,Ленинский районный суд г. Екатеринбурга (Свердловская область),228 ч.2 УК,Вынесен ПРИГОВОР,Свердловская область,муж,True
10029514,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.24,2019-11-12,2019-02-12,Пятигорский городской суд (Ставропольский край),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),Ставропольский край,муж,False
